Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
 12923 Zephyr (1999 GK4),2.06,0.199,3.891,15.82,2459800.5,0.4922,1.962,0.996,5.31,168.18,147.11,124.8,2.93,0.3586,0.0212,1
 13553 Masaakikoyama (1992 JE),,,58,16.54,2459800.5,0.4642,2.188,1.173,5.88,193.46,109.98,89.65,3.2,0.3044,0.188,0
 13651 (1997 BR),0.562,0.511,33.644,17.92,2459800.5,0.3056,1.336,0.927,17.25,116.66,133.82,111.79,1.74,0.6385,0.0143,1
 14402 (1991 DB),0.6,0.14,2.261,18.78,2459800.5,0.4021,1.715,1.025,11.42,158.22,51.34,334.62,2.4,0.4389,0.103,0
 14827 Hypnos (1986 JK),0.9,,,18.87,2459800.5,0.6657,2.843,0.95,1.98,57.94,238.18,217.17,4.74,0.2056,0.0149,1
 15745 Yuliya (1991 PM5),,,3.2486,17.43,2459800.5,0.255,1.72,1.281,14.43,132.61,140.6,294.77,2.16,0.437,0.296,0
 15817 Lucianotesi (1994 QC),,,11,18.41,2459800.5,0.1182,1.324,1.168,13.87,162.49,94.27,182.86,1.48,0.6466,0.248,0
 16064 Davidharvey (1999 RH27),4.106,0.02,178.5,16.9,2459800.5,0.5892,2.848,1.17,4.54,335.56,104.76,239.95,4.53,0.205,0.204,0
 16636 (1993 QP),,,19.01,18.78,2459800.5,0.4683,2.31,1.228,7.21,296.81,47.32,90.15,3.39,0.2808,0.239,0
 16657 (1993 UB),,,,16.69,2459800.5,0.4604,2.278,1.229,24.94,31.2,21.26,126.97,3.33,0.2867,0.255,0
 16816 (1997 UF9),,,2.449,16.29,2459800.5,0.6042,1.442,0.571,25.92,37.16,157.95,0.48,2.31,0.569,0.379,0
 16834 (1997 WU22),1.87,0.22,9.345,15.8,2459800.5,0.4421,1.468,0.819,15.99,260.78,334.33,164.21,2.12,0.5542,0.146,0
 16912 Rhiannon (1998 EP8),,,,17.94,2459800.5,0.2728,1.751,1.273,24.52,169.18,221.22,304.5,2.23,0.4253,0.321,0
 16960 (1998 QS52),,,5.789,14.44,2459800.5,0.859,2.201,0.31,17.52,260.18,243.24,67.02,4.09,0.3019,0.0178,1
 17181 (1999 UM3),,,,16.6,2459800.5,0.674,2.37,0.773,10.65,113.57,36.8,59.67,3.97,0.2701,0.071,0
 17182 (1999 VU),2.885,0.028,6.61,17.12,2459800.5,0.5536,1.387,0.619,9.27,333.51,203.18,263.02,2.15,0.6033,0.144,0
 17188 (1999 WC2),1.819,0.147,5.0638,16.52,2459800.5,0.637,2.216,0.804,29.45,269.78,287.26,293.3,3.63,0.2988,0.0632,0
 17274 (2000 LC16),3.183,0.037,16.495,16.87,2459800.5,0.5537,2.733,1.22,5.57,305.73,21.39,314.75,4.25,0.2181,0.211,0
 17511 (1992 QN),,,5.9902,17.31,2459800.5,0.3587,1.19,0.763,9.58,355.91,202.39,123.26,1.62,0.7596,0.132,0
 18106 Blume (2000 NX3),,,,17.86,2459800.5,0.512,2.445,1.193,4.22,109.18,234.97,266.19,3.7,0.2579,0.196,0
 18109 (2000 NG11),,,4.25,17.2,2459800.5,0.3678,1.881,1.189,0.81,59.53,319.25,171.83,2.57,0.382,0.192,0
 18172 (2000 QL7),,,2.37512,15.61,2459800.5,0.5112,2.424,1.185,17.83,338.46,100.72,253.54,3.66,0.2611,0.366,0
 18736 (1998 NU),,,2.4753,15.99,2459800.5,0.4907,2.35,1.197,2.81,297.43,222.96,340.73,3.5,0.2736,0.21,0
 18882 (1999 YN4),,,,16.05,2459800.5,0.2321,1.685,1.294,36.81,291.69,242.65,49.45,2.08,0.4506,0.432,0
 19356 (1997 GH3),0.91,0.34,6.714,17.01,2459800.5,0.561,2.507,1.101,3.01,186.54,334.17,156.02,3.91,0.2483,0.113,0
 19764 (2000 NF5),1.572,0.342,59.263,16.12,2459800.5,0.4427,2.233,1.245,1.33,281.5,9.59,230.63,3.22,0.2953,0.228,0
 20086 (1994 LW),,,,16.7,2459800.5,0.6231,3.183,1.2,21.77,237.15,58,337.17,5.17,0.1736,0.318,0
 20236 (1998 BZ7),,,10.182,17.71,2459800.5,0.5593,2.036,0.897,6.5,111.42,104.31,131.12,3.17,0.3392,0.0519,0
 20255 (1998 FX2),,,6.804,18.47,2459800.5,0.4921,2.151,1.092,9.96,180.94,17.57,254.78,3.21,0.3124,0.102,0
 20425 (1998 VD35),,,,20.51,2459800.5,0.4769,1.565,0.818,6.99,227.26,296.32,349.77,2.31,0.5037,0.0037,1
 20429 (1998 YN1),,,2.718,17.75,2459800.5,0.4643,1.556,0.834,6.3,61.75,147.6,356.36,2.28,0.5078,0.0565,0
 20460 Robwhiteley (1999 LO28),2.716,0.199,2.7209,15.31,2459800.5,0.412,1.877,1.103,33.94,280.07,283.62,36.94,2.65,0.3833,0.33,0
 20790 (2000 SE45),,,2.792,16.66,2459800.5,0.5566,2.751,1.22,8.3,302.95,168.92,267.55,4.28,0.216,0.239,0
 20826 (2000 UV13),3.687,0.123,5.313,13.83,2459800.5,0.6357,2.42,0.882,31.93,347.32,198.62,243.77,3.96,0.2618,0.0882,0
 21088 Chelyabinsk (1992 BL2),2.793,0.206,11.23,14.35,2459800.5,0.2387,1.707,1.299,38.46,297.84,27.17,34.68,2.11,0.4421,0.308,0
 21277 (1996 TO5),,,7.7,16.21,2459800.5,0.5204,2.378,1.14,20.95,167.38,250.09,351.93,3.62,0.2688,0.314,0
 21374 (1997 WS22),,,3.405,17.47,2459800.5,0.1206,1.269,1.116,23.98,59.2,197.18,258.04,1.42,0.6891,0.11,0
 22099 (2000 EX106),0.524,0.444,6.334,17.98,2459800.5,0.2763,1.105,0.799,9.85,136.44,186.58,0.81,1.41,0.8491,0.168,0
 22753 (1998 WT),,,10.24,17.69,2459800.5,0.5698,1.219,0.524,3.2,307.41,324.76,299.44,1.91,0.7323,0.0337,1
 22771 (1999 CU3),,,3.782,16.96,2459800.5,0.524,1.576,0.75,11.4,338.95,305.8,218.47,2.4,0.498,0.063,0
 23183 (2000 OY21),1.098,0.64,6.9809,16.07,2459800.5,0.4009,1.824,1.093,40.97,119.65,301.44,279.1,2.56,0.4001,0.258,0
 23187 (2000 PN9),,,2.5325,16.06,2459800.5,0.5893,1.847,0.758,51.33,164.31,293.54,213.36,2.93,0.3928,0.0131,1
 23548 (1994 EF2),,,,17.13,2459800.5,0.5175,2.29,1.105,23.44,345.87,124.3,85.47,3.47,0.2844,0.243,0
 23606 (1996 AS1),0.866,0.123,,18.27,2459800.5,0.361,1.75,1.118,14.36,296.63,357.62,9.7,2.38,0.4257,0.102,0
 23714 (1998 EC3),,,,16.84,2459800.5,0.5164,2.128,1.029,8.4,127.86,128.96,271.06,3.23,0.3175,0.081,0
 24443 (2000 OG),,,4.069,16.42,2459800.5,0.8222,2.311,0.411,25.75,178.12,231.17,83.07,4.21,0.2805,0.152,0
 24445 (2000 PM8),,,6.811,14.79,2459800.5,0.5459,2.21,1.004,23.78,203.16,219.07,239.51,3.42,0.3,0.0821,0
 24475 (2000 VN2),,,,16.46,2459800.5,0.4413,1.975,1.104,14.63,76.41,32.66,289.83,2.85,0.355,0.153,0
 24761 Ahau (1993 BW2),,,,17.44,2459800.5,0.3058,1.335,0.927,21.92,121.06,287.52,94.72,1.74,0.639,0.102,0
 25143 Itokawa (1998 SF36),0.33,,12.132,19.26,2459800.5,0.2801,1.324,0.953,1.62,69.08,162.79,345.13,1.7,0.6468,0.013,1
 25330 (1999 KV4),3.21,0.052,4.919,16.79,2459800.5,0.371,1.54,0.969,14.33,50.54,86.1,76.73,2.11,0.5155,0.174,0
 25916 (2001 CP44),5.683,0.177,4.6021,13.76,2459800.5,0.4979,2.561,1.286,15.74,94.67,199.79,353.59,3.84,0.2405,0.281,0
 26166 (1995 QN3),,,,16.81,2459800.5,0.6443,3.3,1.174,14.78,185.71,62.9,199.95,5.43,0.1644,0.272,0
 26310 (1998 TX6),,,,19.31,2459800.5,0.4686,2.141,1.138,5.38,210.85,98.91,252.06,3.14,0.3147,0.158,0
 26379 (1999 HZ1),,,,18.2,2459800.5,0.5762,1.606,0.681,8.68,252.11,200.59,212.52,2.53,0.4843,0.131,0
 26663 (2000 XK47),,,2.572,18.23,2459800.5,0.4722,1.546,0.816,13.54,303.66,231.14,58.69,2.28,0.5128,0.0347,1
 26760 (2001 KP41),5.4,0.042,5.3,15.51,2459800.5,0.5578,2.851,1.261,11.02,146.25,155.2,125.45,4.44,0.2047,0.258,0
 26817 (1987 QB),1.172,0.027,,19.49,2459800.5,0.5944,2.803,1.137,3.5,153.19,156.58,169.02,4.47,0.21,0.125,0
 27002 (1998 DV9),,,,18.31,2459800.5,0.4335,1.744,0.988,8.7,130.37,0.79,221.32,2.5,0.4279,0.00436,1
 27031 (1998 RO4),,,,17.97,2459800.5,0.425,2.14,1.23,5.36,191.86,111.83,250.72,3.05,0.3148,0.236,0
 27346 (2000 DN8),1.802,0.256,0.068,15.92,2459800.5,0.399,1.875,1.127,36.95,135.21,269.24,348.11,2.62,0.3838,0.444,0
 29075 (1950 DA),2,0.07,2.1216,17.28,2459800.5,0.5082,1.698,0.835,12.17,356.65,224.66,227.11,2.56,0.4454,0.0399,1
 30825 (1990 TG1),,,2.62428,14.79,2459800.5,0.6809,2.436,0.777,8.74,205.02,33.69,193.01,4.09,0.2592,0.0692,0
 30997 (1995 UO5),,,,17.35,2459800.5,0.6433,1.56,0.557,36.23,38.63,151.12,161.61,2.56,0.5057,0.403,0
 31210 (1998 BX7),,,6.379,16.5,2459800.5,0.5024,2.605,1.296,8.96,144.92,271.34,330.07,3.91,0.2344,0.356,0
 31221 (1998 BP26),,,2.407,17.31,2459800.5,0.2571,1.723,1.28,20.22,331.03,186.83,296.26,2.17,0.4358,0.293,0
 31345 (1998 PG),,,2.5163,17.61,2459800.5,0.3914,2.016,1.227,6.5,222.7,156.17,115.37,2.8,0.3444,0.235,0
 31346 (1998 PB1),,,,17.25,2459800.5,0.43,2.029,1.157,5.96,299.73,350.51,115.66,2.9,0.341,0.141,0
 31662 (1999 HP11),,,,19.52,2459800.5,0.548,1.598,0.722,18.82,13.95,312.03,128.4,2.47,0.4881,0.124,0
 31669 (1999 JT6),,,5.807,16.14,2459800.5,0.5779,2.136,0.902,9.54,78.81,39.1,204.94,3.37,0.3157,0.000685,1
 32906 (1994 RH),,,2.569,15.92,2459800.5,0.44,2.248,1.259,18.94,331.18,92.31,68.79,3.24,0.2924,0.454,0
 33342 (1998 WT24),0.432,0.654,3.697,18.02,2459800.5,0.4176,0.7188,0.419,7.37,81.67,167.53,173.5,1.02,1.617,0.0113,1
 34613 (2000 UR13),,,10.87,16.11,2459800.5,0.3874,2.069,1.267,6.18,315.28,286.17,235.43,2.87,0.3312,0.28,0
 35107 (1991 VH),0.929,0.408,2.6236,16.91,2459800.5,0.1442,1.137,0.973,13.91,139.35,206.95,170.48,1.3,0.8126,0.026,1
 35396 (1997 XF11),0.704,0.772,3.259,17.04,2459800.5,0.4838,1.442,0.745,4.1,213.66,103.04,176.86,2.14,0.569,0.000476,1
 35432 (1998 BG9),,,,19.39,2459800.5,0.545,2.502,1.138,13.14,115.33,1.61,60.05,3.87,0.2491,0.156,0
 35670 (1998 SU27),,,,19.57,2459800.5,0.5963,2.121,0.856,7.14,271.35,169.84,235.36,3.39,0.319,0.0721,0
 36017 (1999 ND43),,,5.79,19.3,2459800.5,0.3143,1.523,1.045,5.55,332.08,52.09,51.4,2,0.5242,0.0785,0
 36183 (1999 TX16),2.339,0.089,5.613,16.31,2459800.5,0.3325,1.551,1.035,38.22,54.65,311.19,320.42,2.07,0.5102,0.136,0
 36236 (1999 VV),,,2.743,16,2459800.5,0.4236,1.332,0.768,58.03,241.07,19.78,47.88,1.9,0.6408,0.229,0
 36284 (2000 DM8),,,3.844,15.03,2459800.5,0.5539,1.484,0.662,46.77,323.16,317.97,52.39,2.31,0.545,0.268,0
 37336 (2001 RM),,,,15.75,2459800.5,0.4836,2.253,1.163,36.67,223.65,118,76.49,3.34,0.2915,0.351,0
 37638 (1993 VB),,,,19.29,2459800.5,0.519,1.91,0.919,5.08,145.6,323.1,298.52,2.9,0.3733,2.08E-05,1
 37655 Illapa (1994 PM),,,2.6556,17.85,2459800.5,0.7523,1.478,0.366,18.03,139.55,303.87,176.1,2.59,0.5487,0.0248,1
 38071 (1999 GU3),,,216,19.58,2459800.5,0.5076,2.089,1.029,12.74,195.5,8.82,260.96,3.15,0.3264,0.032,1
 38086 Beowulf (1999 JB),0.643,0.469,,17.36,2459800.5,0.5663,1.42,0.616,23.67,165.33,178.96,210.93,2.22,0.5823,0.385,0
 38091 (1999 JT3),2.517,0.092,,16.32,2459800.5,0.4012,2.17,1.299,9.33,64.82,225.13,59.68,3.04,0.3084,0.308,0
 38239 (1999 OR3),,,,18.26,2459800.5,0.5755,2.035,0.864,9.44,199.94,28.07,358.51,3.21,0.3394,0.0547,0
 39565 (1992 SL),,,,18.45,2459800.5,0.3343,1.642,1.093,8.6,0.96,344.76,81.3,2.19,0.4685,0.0925,0
 39572 (1993 DQ1),1.554,0.184,,16.56,2459800.5,0.4921,2.037,1.035,10.02,313.55,344.85,294.51,3.04,0.339,0.0291,1
 39796 (1997 TD),2.131,0.205,223.5,15.84,2459800.5,0.4681,2.25,1.197,12.92,158.95,170.99,136.73,3.3,0.292,0.189,0
 40263 (1999 FQ5),0.954,0.177,28,17.78,2459800.5,0.1611,1.495,1.254,25.85,172.81,198.68,80.43,1.74,0.5393,0.257,0
 40267 (1999 GJ4),1.641,0.214,4.9567,15.58,2459800.5,0.8085,1.339,0.256,34.49,148.23,211.94,247.46,2.42,0.6362,0.157,0
 40329 (1999 ML),,,47,17.8,2459800.5,0.4544,2.266,1.236,2.52,210.91,112.07,268.93,3.3,0.2889,0.228,0
 41429 (2000 GE2),0.204,0.267,,20.66,2459800.5,0.5553,1.593,0.708,2.17,351.92,297.23,10.57,2.48,0.4903,0.0109,1
 41440 (2000 HZ23),,,,19.88,2459800.5,0.2113,1.576,1.243,15.11,64.05,200.09,66.46,1.91,0.4983,0.237,0
 42286 (2001 TN41),,,77.9,16.68,2459800.5,0.3918,1.419,0.863,24.07,55.84,150.89,2.48,1.98,0.5828,0.11,0
 48603 (1995 BC2),0.844,0.227,,17.82,2459800.5,0.4297,1.918,1.094,5.03,328.24,81.77,165.97,2.74,0.3711,0.138,0
 52340 (1992 SY),,,,18.1,2459800.5,0.5473,2.212,1.002,8.08,5.26,116.33,339.27,3.42,0.2996,0.101,0
 52381 (1993 HA),,,4.1103,20.08,2459800.5,0.1441,1.278,1.094,7.73,183.26,263.87,213.64,1.46,0.682,0.169,0
 52387 Huitzilopochtli (1993 OM7),0.89,0.171,26,17.74,2459800.5,0.1897,1.282,1.039,24.15,297.58,195.55,161.25,1.53,0.679,0.0622,0
 52689 (1998 FF2),,,,19.19,2459800.5,0.2924,1.562,1.105,10.98,4.68,265.13,119.38,2.02,0.505,0.212,0
 52750 (1998 KK17),1.059,0.471,26.43,16.57,2459800.5,0.5248,1.427,0.678,11.17,141.32,334.15,124.27,2.18,0.5784,0.162,0
 52760 (1998 ML14),1,,14.28,17.51,2459800.5,0.6236,2.409,0.907,2.43,338.72,20.3,136.32,3.91,0.2636,0.0168,1
 52761 (1998 MN14),,,,17.98,2459800.5,0.2242,1.555,1.206,19.48,258.98,350.44,174.7,1.9,0.5085,0.193,0
 52762 (1998 MT24),6.742,0.051,12.08,14.92,2459800.5,0.6523,2.417,0.84,33.86,309.08,254.4,179.27,3.99,0.2622,0.14,0
 52768 (1998 OR2),1.75,,4.112,16.04,2459800.5,0.5749,2.381,1.012,5.88,26.94,174.55,226.51,3.75,0.2682,0.0107,1
 53110 (1999 AR7),,,2.7375,16.73,2459800.5,0.2146,1.645,1.292,40.62,85.43,58.26,21.55,2,0.4673,0.411,0
 53319 (1999 JM8),7,,136,15.36,2459800.5,0.6417,2.724,0.976,13.84,133.62,166.83,53.2,4.47,0.2193,0.0258,1
 53409 (1999 LU7),,,,18.73,2459800.5,0.6283,2.102,0.781,10.88,206.69,147.75,185.8,3.42,0.3235,0.0866,0
 53426 (1999 SL5),,,5.03,17.27,2459800.5,0.5383,1.923,0.888,22.77,239.08,43.35,232.38,2.96,0.3696,0.0244,1
 53429 (1999 TF5),,,,18.94,2459800.5,0.6397,2.023,0.729,26.78,199.21,64.08,7.4,3.32,0.3425,0.0464,1
 53430 (1999 TY16),1.233,0.266,9.5819,16.69,2459800.5,0.4034,2.099,1.252,60.4,241.92,156.94,190.91,2.95,0.3241,0.292,0
 53435 (1999 VM40),,,5.189,14.74,2459800.5,0.483,2.311,1.195,15.35,51.35,354.45,184.93,3.43,0.2805,0.207,0
 53550 (2000 BF19),,,,19.15,2459800.5,0.4194,1.495,0.868,7.18,313.22,324.92,356.02,2.12,0.539,0.0459,1
 53789 (2000 ED104),0.843,0.222,43,17.41,2459800.5,0.2692,1.371,1.002,40.79,190.02,218.33,105.53,1.74,0.6142,0.0487,1
 54071 (2000 GQ146),,,51,17.49,2459800.5,0.1974,1.329,1.067,23.44,36.34,128.3,238.32,1.59,0.6431,0.126,0
 54401 (2000 LM),1.189,0.181,19.03,17.23,2459800.5,0.2623,1.711,1.262,18.95,240.85,67.12,304.57,2.16,0.4405,0.355,0
 54509 YORP (2000 PH5),,,0.2029,22.66,2459800.5,0.23,1.006,0.775,1.6,278.22,278.94,37.85,1.24,0.9769,0.000679,0
 54660 (2000 UJ1),,,5.43,17.97,2459800.5,0.2808,1.477,1.062,46.69,223.71,158,47.99,1.89,0.5492,0.0882,0
 54686 (2001 DU8),1.349,0.244,9.958,16.61,2459800.5,0.3416,1.777,1.17,33.21,161.7,265.89,74.44,2.38,0.4161,0.434,0
 54690 (2001 EB),,,,17.52,2459800.5,0.2566,1.629,1.211,35.36,33.52,99.6,136.01,2.05,0.4739,0.413,0
 54789 (2001 MZ7),1.567,0.856,37.57,15.11,2459800.5,0.2876,1.776,1.265,24.47,130.08,20.01,92.33,2.29,0.4165,0.293,0
 55408 (2001 TC2),0.461,0.342,,18.82,2459800.5,0.2246,1.1,0.853,30.39,193.83,353.55,242.84,1.35,0.8545,0.145,0
 55532 (2001 WG2),1.306,0.376,46.08,16.16,2459800.5,0.6955,1.794,0.546,38.52,81.44,132.36,166.17,3.04,0.41,0.339,0
 65674 (1988 SM),,,,18.28,2459800.5,0.344,1.665,1.092,10.95,0.87,313.3,297.5,2.24,0.4589,0.133,0
 65679 (1989 UQ),0.918,0.033,7.746,19.62,2459800.5,0.2646,0.9147,0.673,1.3,178.1,15,14.76,1.16,1.127,0.014,1
 65690 (1991 DG),,,7.1125,19.07,2459800.5,0.3631,1.428,0.909,11.14,180.12,63.33,110.13,1.95,0.5777,0.0396,1
 65706 (1992 NA),,,3.4844,16.58,2459800.5,0.556,2.397,1.064,9.64,349.19,8.7,24.7,3.73,0.2657,0.0613,0
 65717 (1993 BX3),,,20.33,20.71,2459800.5,0.2809,1.395,1.003,2.81,174.76,290.96,346.23,1.79,0.598,0.0484,1
 65733 (1993 PC),,,4.185,18.43,2459800.5,0.4743,1.154,0.607,4.15,336.95,168.66,320.2,1.7,0.795,0.0659,0
 65803 Didymos (1996 GT),0.78,,2.2593,18.2,2459800.5,0.3839,1.644,1.013,3.41,73.19,319.32,325.52,2.28,0.4674,0.0404,1
 65909 (1998 FH12),,,3,19.31,2459800.5,0.5397,1.091,0.502,3.56,108.6,284.48,225.09,1.68,0.8648,0.0129,1
 65996 (1998 MX5),,,3.399,18.55,2459800.5,0.6043,2.937,1.162,9.55,265.26,57.2,286.96,4.71,0.1958,0.203,0
 66008 (1998 QH2),1.484,0.319,7.09,16.04,2459800.5,0.3626,1.426,0.909,61.01,168.93,13.99,167.31,1.94,0.5786,0.0751,0
 66063 (1998 RO1),,,2.4924,18.15,2459800.5,0.7201,0.991,0.277,22.69,351.85,151.17,347.36,1.7,0.9991,0.0924,0
 66146 (1998 TU3),2.864,0.224,2.375,14.46,2459800.5,0.4838,0.7876,0.407,5.41,102,84.87,182.56,1.17,1.41,0.0734,0
 66251 (1999 GJ2),1.222,0.187,2.4621,17.08,2459800.5,0.198,1.536,1.231,11.28,196.2,142.53,330.81,1.84,0.518,0.248,0
 66253 (1999 GT3),,,,18.41,2459800.5,0.8378,1.334,0.216,19.5,157.38,261.09,91.68,2.45,0.6397,0.193,0
 66272 (1999 JW6),0.808,0.4,502,17.2,2459800.5,0.1433,1.508,1.292,51.31,66.38,68.44,277.35,1.72,0.5325,0.411,0
 66391 Moshup (1999 KW4),1.317,,2.7645,16.64,2459800.5,0.6884,0.6424,0.2,38.88,244.9,192.64,205.44,1.08,1.914,0.0134,1
 66400 (1999 LT7),0.411,0.182,,19.34,2459800.5,0.5725,0.8554,0.366,9.06,79.81,341.39,330.65,1.35,1.246,0.059,0
 66407 (1999 LQ28),,,,19.02,2459800.5,0.12,1.198,1.055,21.77,94.99,320.53,86.68,1.34,0.7512,0.0971,0
 66959 (1999 XO35),,,,16.94,2459800.5,0.5657,2.539,1.103,20.61,81.9,293.46,237.22,3.98,0.2436,0.276,0
 67367 (2000 LY27),,,,17.13,2459800.5,0.2126,1.309,1.03,9.02,264.52,184.84,82.15,1.59,0.6585,0.0481,1
 67381 (2000 OL8),,,,19.81,2459800.5,0.5432,1.321,0.603,10.67,294.9,266.86,238.47,2.04,0.6495,0.0178,1
 67399 (2000 PJ6),,,,18.4,2459800.5,0.3463,1.301,0.851,14.69,332.88,225.26,35.14,1.75,0.6641,0.0508,0
 68031 (2000 YK29),,,2.55,18.14,2459800.5,0.1287,1.376,1.199,15.17,123.64,31.89,87.62,1.55,0.6103,0.231,0
 68063 (2000 YJ66),2.301,0.211,2.1102,15.5,2459800.5,0.458,2.333,1.265,5.72,308.86,50.31,87.11,3.4,0.2766,0.273,0
 68216 (2001 CV26),0.994,0.449,2.429,16.63,2459800.5,0.3266,1.32,0.889,17.99,18.14,48.73,141.81,1.75,0.65,0.0235,1
 68267 (2001 EA16),0.875,0.401,3.5,17.05,2459800.5,0.4275,1.51,0.864,38.83,8.01,317.43,98.18,2.15,0.5314,0.0585,0
 68278 (2001 FC7),0.942,0.087,4.23,18.56,2459800.5,0.1146,1.436,1.271,2.62,99.11,234.49,9.79,1.6,0.5728,0.263,0
 68346 (2001 KZ66),0.736,0.291,4.987,16.94,2459800.5,0.4167,1.507,0.879,16.7,219.38,140.26,67.8,2.14,0.5326,0.038,1
 68347 (2001 KB67),,,6.354,19.92,2459800.5,0.3801,0.9622,0.596,17.12,245.87,243.77,236.59,1.33,1.044,0.0141,1
 68348 (2001 LO7),3.512,0.299,3.3313,14.25,2459800.5,0.8408,2.155,0.343,25.35,236.22,181.64,163.61,3.97,0.3115,0.385,0
 68350 (2001 MK3),1.794,0.219,3.21082,16.03,2459800.5,0.2474,1.67,1.257,29.57,128.85,328.55,123.07,2.08,0.4569,0.304,0
 68359 (2001 OZ13),,,18.07,17.99,2459800.5,0.1742,1.517,1.253,9.86,99.21,29.19,271.01,1.78,0.5273,0.281,0
 68372 (2001 PM9),,,,18.98,2459800.5,0.4157,1.618,0.946,8.1,252.99,322.27,134.9,2.29,0.4787,0.004,1
 68548 (2001 XR31),1.182,0.289,,16.71,2459800.5,0.4366,1.707,0.962,22.72,302.05,24.72,192.95,2.45,0.442,0.0253,1
 68950 (2002 QF15),1.65,0.178,45.24,16.39,2459800.5,0.3443,1.057,0.693,25.15,236.21,255.58,49.01,1.42,0.9069,0.00629,1
 69230 Hermes (1937 UB),,,13.894,17.54,2459800.5,0.6238,1.655,0.623,6.07,34.07,92.91,269.08,2.69,0.4627,0.0044,1
 85182 (1991 AQ),1.1,0.242,,17.14,2459800.5,0.7769,2.222,0.496,3.12,339.58,243.02,180.99,3.95,0.2976,0.0164,1
 85184 (1991 JG1),,,24.19,18.42,2459800.5,0.1845,1.374,1.121,33.88,226.39,322.75,170.92,1.63,0.6119,0.147,0
 85236 (1993 KH),,,5.057,18.7,2459800.5,0.3112,1.234,0.85,12.81,54.37,293.82,37.26,1.62,0.7192,0.00136,1
 85275 (1994 LY),2.506,0.093,2.6967,16.36,2459800.5,0.4422,1.891,1.055,17.72,141.15,202.87,264.64,2.73,0.379,0.0641,0
 85490 (1997 SE5),,,9.0583,14.82,2459800.5,0.661,3.762,1.276,2.57,247.65,94.13,167.8,6.25,0.1351,0.272,0
 85585 Mjolnir (1998 FG2),,,11.6,21.64,2459800.5,0.3563,1.298,0.835,4.08,2.31,95.43,224.07,1.76,0.6668,0.0216,1
 85628 (1998 KV2),0.775,0.461,2.8228,17.25,2459800.5,0.3316,1.592,1.064,13.03,66.74,50.6,109.56,2.12,0.4905,0.144,0
 85640 (1998 OX4),,,,21.14,2459800.5,0.4858,1.58,0.813,4.52,299.59,117.25,338.43,2.35,0.4961,0.00119,1
 85709 (1998 SG36),2.23,0.141,3.573,15.97,2459800.5,0.3378,1.646,1.09,24.84,186.58,29.74,248.64,2.2,0.4668,0.124,0
 85713 (1998 SS49),3.484,0.076,5.37,15.78,2459800.5,0.6386,1.925,0.695,10.78,40.97,103.12,304.02,3.15,0.3692,0.00393,1
 85770 (1998 UP1),,,,20.71,2459800.5,0.3452,0.9981,0.654,33.18,18.33,234.22,46.01,1.34,0.9885,0.0847,0
 85774 (1998 UT18),0.939,0.042,55,19.17,2459800.5,0.3289,1.403,0.942,13.59,64.63,50.17,64.11,1.86,0.5931,0.037,1
 85804 (1998 WQ5),2.272,0.167,3.0089,15.43,2459800.5,0.3543,1.721,1.111,27.66,285.75,269.75,82.19,2.33,0.4365,0.373,0
 85818 (1998 XM4),2.028,0.168,19.451,15.51,2459800.5,0.4164,1.657,0.967,62.72,235.64,301.25,296.7,2.35,0.4622,0.109,0
 85839 (1998 YO4),1.14,0.405,2.45,16.61,2459800.5,0.2483,1.654,1.243,9.32,28.53,199.55,261.02,2.06,0.4635,0.241,0
 85867 (1999 BY9),,,700,18.3,2459800.5,0.302,1.831,1.278,0.94,254.32,287.53,145.62,2.38,0.3979,0.282,0
 85938 (1999 DJ4),,,2.5141,18.71,2459800.5,0.4834,1.854,0.958,9.14,19.89,197.67,89.61,2.75,0.3905,0.0218,1
 85953 (1999 FK21),0.59,0.32,28.08,18.21,2459800.5,0.7031,0.7388,0.219,12.61,180.47,172.4,196.48,1.26,1.552,0.071,0
 85989 (1999 JD6),1.462,0.056,7.6638,17.12,2459800.5,0.6328,0.8831,0.324,17.06,130.17,309.23,108.27,1.44,1.188,0.0479,1
 85990 (1999 JV6),0.451,0.095,6.538,20.27,2459800.5,0.3112,1.008,0.695,5.36,124.31,235.56,253.49,1.32,0.9734,0.0318,1
 86039 (1999 NC43),2.22,0.14,34.49,15.96,2459800.5,0.5788,1.76,0.741,7.13,311.65,120.77,239.63,2.78,0.4223,0.0243,1
 86067 (1999 RM28),1.245,0.314,9.196,16.46,2459800.5,0.3233,1.817,1.23,30.55,136.06,301.86,71.06,2.4,0.4023,0.366,0
 86324 (1999 WA2),2.102,0.191,7.161,15.74,2459800.5,0.4345,1.967,1.112,34.6,293.67,75.29,134.94,2.82,0.3573,0.342,0
 86326 (1999 WK13),1.348,0.098,6.36,17.42,2459800.5,0.3627,1.844,1.175,34.31,78.45,312.54,35.31,2.51,0.3935,0.28,0
 86450 (2000 CK33),,,6.6064,18.41,2459800.5,0.4149,0.968,0.566,18.11,124.85,215.62,328.13,1.37,1.035,0.126,0
